JOB_ID, TITLE, OPEN_DATE, CLOSE_DATE, POST_SEQ, DESCRIPTION, URL
2236,Student Lifeguard/Supervisor (Ongoing Pool of Applicants  2018-2019),6/6/18,5/31/19,1," Job Summary</br><p>(Purpose)</p><ul>	<li>		To adequately staff the swimming pool for swimming activities.</li></ul><p>(Educational Benefits)</p><ul>	<li>		Will learn responsibility of Lifeguarding under minimum supervision.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>		Must have current Lifeguard Training Certification along with <span class='caps'>CPR</span>/<span class='caps'>AED</span> and First Aid to be considered for this position</li>	<li>		<span class='caps'>CERTS</span> must be uploaded</li></ul><p>(Preferred Qualifications)</p><ul>	<li>		WSI</li></ul><p>&nbsp;</p></br></br>How To Apply</br><p>If interested, fill out the on-line application which will be kept in an applicant pool.<br />Please upload <span class='caps'>CERTS</span> for Lifeguard Training/First Aid/<span class='caps'>CPR</span>/<span class='caps'>AED</span><br />Optional: submit resume, references, cover letter and letter of recommendation.<br />Please call Debbie Nethery the Aquatics Supervisor at 963-1920 to meet in person.</p><p>Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2236&PostingSeq=1
2247,Dishwasher/Pot Scrubber Holmes (Ongoing Pool of Applicants) Fall 2018,6/11/18,12/1/18,1," Job Summary</br><p>(Purpose) To be responsible dishes are put away clean and to keep up with our fast-paced environment.</p><p>(Educational Benefits)</p><ul>	<li>		This job will enforce basic geometry skills such as calculating volume and surface area by providing practice through cleaning and filling stations.</li>	<li>		This job will require the employee to practice English grammar through interaction with co-workers.</li>	<li>		This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li>	<li>		The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Pay attention to detail and follow through with oral and written instructions from managers and supervisors.</li>	<li>Must be able to scrape dishes clean before running through the dishwasher.</li>	<li>Must be able to follow directions on running the dish machine and our tumbler for pots and pans.</li>	<li>Must be able to work quickly during our fast-paced meal hours.</li>	<li>Work assigned schedule.</li>	<li>Be able to pass a background check</li>	<li>Have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Experience washing dishes in a restaurant-style setting.</p></li></ul><p>&nbsp;</p></br></br>How To Apply</br><p>To apply for this position, you must complete the online application and attach:</p><ul>	<li>Scedule of availability&nbsp;</li>	<li>Class Schedule</li></ul><p>The candidate must <strong>download a schedule of availability</strong> from our website http://www.cwu.edu/dining/&nbsp;and upload it with this application to be considered for employment.</p><p><span style='color:#ff0000;'><strong>*Incomplete applications without required documents will not be considered.</strong></span></p><p>For questions, please contact:<br />Name: Dining Services on the second floor of the Student Union and Recreation Center.<br /><a href='http://www.cwu.edu/dining'>Dining</a></p><p style='white-space: normal; word-spacing: 0px; text-transform: none; color: rgb(34,34,34); font: 12px Arial, Verdana, sans-serif; widows: 1; letter-spacing: normal; text-indent: 0px; -webkit-text-stroke-width: 0px'>Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2247&PostingSeq=1
2108,Student International Peer Advisor (IPA) (Ongoing Pool of Applicants 2018-2019),4/20/18,6/1/19,1," Job Summary</br><p>(Purpose)</p><ul>	<li>The <span class='caps'>IPA</span> position is an integral part of the Asia University America Program (<span class='caps'>AUAP</span>). The program exists at <span class='caps'>CWU</span>, <span class='caps'>WWU</span>, and <span class='caps'>EWU</span>, and is a contracted study abroad program with Asia University in Tokyo, Japan.</li>	<li>IPAs heavily influence whether a student has a positive or negative experience!</li>	<li>As a member of a team of 4- 8&nbsp;other IPAs, you would be a resource person for a group of 8-13&nbsp;students from Japan.</li></ul><p>(Educational Benefits)</p><ul>	<li>IPAs can improve their leadership, communication skills, and people skills, their cross-cultural knowledge, knowledge of <span class='caps'>CWU</span> and Ellensburg, and decision-making ability.</li>	<li>This is a chance to make new friends, have a profoundly positive impact on other peoples&rsquo; lives, and enrich your college life, while gaining necessary job skills applicable to an immense variety of employment fields.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Full-time student status.</li>	<li>Must reside in one of the designated residence halls (usually the Bassetties or Carmody/Al-Monty) with the students.</li>	<li>Flexible/responsible</li>	<li>Good organization skills</li>	<li>Open to learning new things</li>	<li>Genuine interest in the welfare of the students from Japan</li>	<li>Must be eligible for student employment in the quarter(s)&nbsp;in which you are working</li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Valid driver&rsquo;s license is preferred.</li></ul></br></br>How To Apply</br><p>We accept applications throughout the year, as we hire new IPAs in May for Fall/Winter cycles and in January&nbsp;for Spring/Summer.&nbsp; We also sometimes hire assistant IPAs to train for the following cycle and to fill in for IPAs should one of them have to leave their position suddenly.</p><p>Anticipated start date for Fall/Winter 2018 is Saturday, September 1<sup>st</sup>, 2018. &nbsp;However, applicants must also be available for extended interview/training sessions which will meet from May until the end of the quarter depending on the applicants&rsquo; schedules.&nbsp; AUAP students will arrive at CWU on Friday, September 7<sup>th</sup>, and leave the US on Saturday, February 2<sup>nd</sup>, 2019.&nbsp;<span style='color:#FF0000;'><b>Online applications will be due by Sunday</b><b>, May 6<sup>th</sup>, 2018.</b></span></p><p><br />To apply for this position, you must complete the on-line application and attach:<br />&bull; Cover letter<br />&bull; Resume (Including personal and/or work references&nbsp;<br />&bull; Class/work schedules&mdash;current quarter and finals</p><p><br />For questions, contact the supervisor,<br />Name:&nbsp;Mark Werdin<br />Email: <a href='mailto:Werdinm@cwu.edu'>Werdinm@cwu.edu</a><br />Phone: 509-963-1374 or 509- 859- 6854<br />Location: International Center, Room 137</p><p><span style='color:#FF0000;'><b>Come to an Info Session with current IPAs to learn more about the job and program:</b></span></p><p><b>*&nbsp;</b>Wednesday, April 25<sup>th</sup>, in the Davies Hall Lounge at 7 p.m.<br />* Thursday, April 26<sup>th</sup>, in the Quigley Hall Lounge at 7 p.m.&nbsp;<br />*Monday, April 30<sup>th</sup>, in the Beck Hall Lounge at 7 p.m.</p><p>&nbsp;</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2108&PostingSeq=1
2171,Student Cashier - North Village Cafe (Ongoing Pool Fall Quarter 2018),5/15/18,12/9/18,1," Job Summary</br><p><strong>(Purpose)</strong></p><p>To be responsible for accurate cash drawer. To assist in daily operations, including cleaning stations, working the espresso machine, and stocking. To provide service to NV Café and to NV C-Store customers.</p><p><strong>(Educational Benefits)</strong></p><ul>	<li>This job will enforce academic disciplines such as algebra, geometry, trigonometry, and calculus by providing opportunity to practice arithmetic while making change.</li>	<li>This job will require the employee to practice English grammar through interaction with customers.</li>	<li>This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li>	<li>The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li>	<li>Handling money provides a firm foundation for accounting and economic studies.</li></ul></br></br>Minimum Qualifications</br><p><strong>(Skills)</strong></p><ul>	<li>Must be responsible and reliable</li>	<li>Must learn to run a cash register, scanner, and count change.</li>	<li>Must possess good organizational skills.</li>	<li>Must provide good customer service.</li>	<li>Pay attention to detail and follow through with oral and written instructions from managers and supervisors.</li>	<li>Must work assigned schedule.</li>	<li>Must be able to pass a background check</li>	<li>Must have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Experience handling money and <span class='caps'>POS</span> terminal.</li>	<li>Work study preferred.</li></ul></br></br>How To Apply</br><p>To apply for this position, you must complete the online application and attach:</p><ul>	<li><span style='background-color:#ffff00;'>Schedule of Availability</span>;</li>	<li>Class Schedule;</li>	<li>Resume (optional)<br />	The candidate must download a <strong>schedule of availability</strong> from our website http://www.cwu.edu/dining/&nbsp;and upload it with this application to be considered for employment.</li>	<li><span style='color:#ff0000;'><strong>*Incomplete applications without required documents will not be considered.</strong></span></li></ul><p>For questions, please contact:<br />Name: Dining Services on the second floor of the Student Union and Recreation Center.<br />http://www.cwu.edu/dining/</p><p style='white-space: normal; word-spacing: 0px; text-transform: none; color: rgb(34,34,34); font: 12px Arial, Verdana, sans-serif; widows: 1; letter-spacing: normal; text-indent: 0px; -webkit-text-stroke-width: 0px'>Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2171&PostingSeq=1
2255,Student Teaching Assistant (Ongoing Pool of Applicants 2018/2019),6/11/18,5/31/19,1," Job Summary</br><p>(Purpose) Promote a positive and safe learning environment in the laboratory for students taking undergraduate chemistry courses.</p><p>(Educational Benefits)</p><ul>	<li>		Chemistry concepts reinforced by having the experience of explaining laboratory techniques to others.</li>	<li>		Learn appropriate grading practices.</li>	<li>		Learn how to deal with all members of a diverse population.</li>	<li>		Learn skills necessary for working as a team member.</li>	<li>		2 credits of Chem 492 (Laboratory Teaching Experience in Teaching Chemistry) must be taken concurrently with first TA assignment; talk to department for details.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Completion of the general chemistry series (at <span class='caps'>CWU</span> these courses are Chem 181, 182, 183 and associated labs) or permission of Chemistry TA Coordinator</li>	<li>Demonstrated mastery of the chemistry content used in the laboratory to which they are assigned.</li>	<li>Strong communication skills.</li>	<li>Professional and courteous demeanor.</li>	<li>Desire to teach.</li>	<li>Punctuality.</li>	<li>Ability to follow through on instructions.</li>	<li>Must be eligible for student employment in the quarter in which you are working.</li></ul><p>(Preferred Qualifications)</p><ul>	<li>Work Study Preferred</li></ul></br></br>How To Apply</br><p>To apply for this position, you must complete the on-line application and attach:</p><ul>	<li>Resume;</li>	<li>Schedule of Availability: Copy this link into your browser to find the form and down load it http://www.cwu.edu/chemistry/sites/cts.cwu.edu.chemistry/files/TA%20application%20form%20%281%29.pdf</li></ul><p>For questions, please contact</p><p>Email: chemistry@cwu.edu<br />Phone: 509-963-2811<br />Location: Science Building, Room 302</p><p>Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2255&PostingSeq=1
2172,Student Kitchen Aide - North Village Cafe (Ongoing Pool of Applicants Fall Quarter 2018),5/15/18,12/9/18,1," Job Summary</br><p><strong>(Purpose)</strong></p><p>To produce, under the direction of the North Village Cafe kitchen staff, menu items of high quality for students, staff, faculty, and guests of the university.</p><p><strong>Educational Benefits:</strong></p><ul>	<li>Availability to earn money to assist with school expenses</li>	<li>Employees will learn to work in a professional environment, obtaining interpersonal skills</li>	<li>A basic foundation will be gained for those interested in pursuing a career in the hospitality industry.</li>	<li>This job will require the employee to practice English grammar through interaction with others.</li>	<li>This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li>	<li>The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li>	<li>The use and conversion of measurements will strengthen the student&rsquo;s skill in manipulating mathematical fractions.</li></ul></br></br>Minimum Qualifications</br><p><strong>(Skills)</strong></p><ul>	<li>Must be punctual, courteous, reliable and responsible</li>	<li>Must keep an organized workspace</li>	<li>Ability to follow verbal and written instruction</li>	<li>Ability to read and understand weights and measurements</li>	<li>Must be eligible for student employment in the quarter in which you are working</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Experience in a fast food or full service restaurant</p></li></ul></br></br>How To Apply</br><p>To apply for this position, you must complete the online application and attach the following:</p><ul>	<li>		<span style='background-color: #ffff00'>Schedule of Availability;</span></li>	<li>		Class Schedule</li></ul><p>You must <strong>download a schedule of availability</strong> from our website <a href='http://www.cwu.edu/dining/'>http://www.cwu.edu/dining/</a>&nbsp;and upload it with this application to be considered for employment.</p><p>This schedule of availability is at the bottom of the following web page:</p><p>http://www.cwu.edu/dining/</p><p><strong><span style='font-size: 9pt; font-family: &quot;Arial&quot;, sans-serif; color: red'>&nbsp;*Incomplete applications without required documents will not be considered.</span></strong><span style='font-size: 9pt; font-family: &quot;Arial&quot;, sans-serif; color: #222222'><o:p></o:p></span></p><p>For questions, please contact Dining Services on the second floor of the Student Union and Recreation Center.</p><p style='white-space: normal; word-spacing: 0px; text-transform: none; color: rgb(34,34,34); font: 12px Arial, Verdana, sans-serif; widows: 1; letter-spacing: normal; text-indent: 0px; -webkit-text-stroke-width: 0px'>Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2172&PostingSeq=1
2245,Server - Holmes (Ongoing Pool of Applicants) Fall 2018,6/11/18,12/1/18,1," Job Summary</br><p>(Purpose) To serve customers with a positive attitude and an excellence that keeps them returning.</p><p>(Educational Benefits)</p><ul>	<li>		This job will enforce academic disciplines such as algebra, geometry, trigonometry, and calculus through the calculation of serving sizes and the positioning of various trays.</li></ul><ul>	<li>		This job will require the employee to practice English grammar through interaction with customers.</li></ul><ul>	<li>		This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li></ul><ul>	<li>		The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Courtesy and professionalism is expected when dealing with customers</li>	<li>Must be reliable and responsible</li>	<li>Must be able to work independently</li>	<li>Work well as a member of a team.</li>	<li>Work assigned schedule.</li>	<li>Be able to pass a background check</li>	<li>Have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Experience serving controlled portions in an all-you-care-to-eat setting</p></li></ul><p>&nbsp;</p></br></br>How To Apply</br><p>To apply for this position, you must complete the online application and attach:</p><ul>	<li>		<span style='background-color: #ffff00'>Schedule of Availability;</span></li>	<li>		Class Schedule</li></ul><p>The candidate must <strong>download a schedule of availability </strong>from our website <a href='http://www.cwu.edu/dining/'>http://www.cwu.edu/dining/</a>&nbsp;and upload it with this application to be considered for employment.</p><p>This schedule of availability is downloaded from the link at the bottom of the following web page:</p><p>http://www.cwu.edu/dining/</p><p><strong><span style='font-size: 9pt; font-family: &quot;Arial&quot;, sans-serif; color: red'>&nbsp;*Incomplete applications without required documents will not be considered.</span></strong><span style='font-size: 9pt; font-family: &quot;Arial&quot;, sans-serif; color: #222222'><o:p></o:p></span></p><p>For questions, please contact Dining Services on the second floor of the Student Union and Recreation Center.</p><p style='white-space: normal; word-spacing: 0px; text-transform: none; color: rgb(34,34,34); font: 12px Arial, Verdana, sans-serif; widows: 1; letter-spacing: normal; text-indent: 0px; -webkit-text-stroke-width: 0px'>Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2245&PostingSeq=1
2511,Accounting Apprentice,10/9/18,1/7/19,1," Job Summary</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Purpose):</strong></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>This position is needed to assist full-time staff (fiscal technicians and professional accountants) with increasing workloads and to perform audit functions relating to student accounts.&nbsp; This position will experience increasing responsibilities and will perform critical tasks for the department.</span></span></p></br></br>Minimum Qualifications</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Skills Needed):</strong></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Applicant must be currently enrolled at CWU as a full-time student and remain as such through the 2019 academic year.</span></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Field of Study &ndash; Accounting, Finance or closely related field.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Solid understanding of double entry accounting</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Basic spreadsheet and word processing skills</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Good communication (verbal and written) skills</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Good problem solving skills</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Ability to think and work independently with little direct supervision</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Ability to learn quickly and accept direction and constructive criticism from others</span></span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>GPA of 3.0 or greater</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Experience with macros and/or database programming</span></span></li></ul><p><span style='font-size: 12px'><strong>Educational Benefits</strong></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>&quot;Real World&quot; and governmental accounting experience. Enhanced spreadsheet and word processing skills. Improved communication and problem solving skills.</span></span></p></br></br>How To Apply</br><p>To&nbsp;apply for this position, you must complete the on-line application and attach:</p><ul>	<li>Cover letter;</li>	<li>Resume;</li>	<li>Schedule of Availability</li>	<li>Class Schedule;&nbsp;</li></ul><p>For questions, please contact:</p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><span style='color:#333333;'>Name: Melissa Petersen<br />Email: &nbsp;</span><a href='mailto:petersenme@cwu.edu'>petersenme@cwu.edu</a><span style='color:#333333;'>&nbsp;&nbsp;&nbsp;<br />Phone: &nbsp;509-963-2836</span></span></span></p><p style='white-space: normal; word-spacing: 0px; text-transform: none; color: rgb(34,34,34); font: 12px Arial, Verdana, sans-serif; widows: 1; letter-spacing: normal; text-indent: 0px; -webkit-text-stroke-width: 0px'>* Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2511&PostingSeq=1
2516,Warehouse Aide/Driver (Ongoing Pool of Applicants 2018-2019),10/10/18,5/31/19,1," Job Summary</br><p>(Purpose) To assist warehouse personnel in receiving and delivering groceries.</p><p>(Educational Benefits)</p><ul>	<li>		This job will require the employee to practice English grammar through interaction with co-workers.</li></ul><ul>	<li>		This interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li></ul><ul>	<li>		The position&rsquo;s standing and lifting requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Must possess some computer skills</li>	<li>Must be organized</li>	<li>Must be able to solve problems</li>	<li>Must be able to work under the Working Conditions listed below</li>	<li>Must have a valid driving license</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Six months of experience operating a 1-ton truck</li></ul><p>&nbsp;</p></br></br>How To Apply</br><p>To apply for this position, you must complete the online application and attach:</p><ul>	<li>		<span style='background-color: #ffff00'>Schedule of Availability;</span></li>	<li>		Class Schedule</li></ul><p>The candidate must <strong>download a schedule of availability</strong> from our website <a href='http://www.cwu.edu/dining/'>http://www.cwu.edu/dining/</a>&nbsp;and upload it with this application to be considered for employment.</p><p>This schedule of availability is downloaded from the link at the bottom of the following web page:</p><p>http://www.cwu.edu/dining/</p><p><strong><span style='font-size: 9pt; font-family: &quot;Arial&quot;, sans-serif; color: red'>&nbsp;*Incomplete applications without required documents will not be considered.</span></strong><span style='font-size: 9pt; font-family: &quot;Arial&quot;, sans-serif; color: #222222'><o:p></o:p></span></p><p>For questions, please contact Dining Services on the second floor of the Student Union and Recreation Center.</p><p style='white-space: normal; word-spacing: 0px; text-transform: none; color: rgb(34,34,34); font: 12px Arial, Verdana, sans-serif; widows: 1; letter-spacing: normal; text-indent: 0px; -webkit-text-stroke-width: 0px'>Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2516&PostingSeq=1
2340,Student Media Support Assistant (Ongoing Pool 2018-2019),8/1/18,6/15/19,1," Job Summary</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Purpose):</strong></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>This position will document the lives of our 46 AUAP students from Japan and create a 45-minute movie to be shown at the Farewell Banquet.&nbsp; He/she will also assist the Office of International Studies &amp; Programs staff with short-term projects promoting programs (and other PR work) using photos, video, and other media.</span></span></p></br></br>Minimum Qualifications</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Skills Needed):</strong></span></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Experience shooting video and still photos </span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Schedule is flexible enough to take photo/video of activities held at different times of the day (For example, Intramural Sports, classes, etc.) </span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Basic skills using social media and online storage, or willingness to learn</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Able to follow AUAP and CWU rules concerning drugs, alcohol, and so on, and can keep student information confidential</span></span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Prior experience/expertise using Adobe Premiere Pro or similar video editing software</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Prior experience or a desire to work with international students/students from Japan</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Good Communication skills &amp; Organizational skills </span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>A friendly demeanor is important to engage with students and those around them to get them to open up to the camera</span></span></li></ul><p><span style='font-size: 12px'><strong>Educational Benefits</strong></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>This position would be especially beneficial for anyone looking to work in fields like film, media, PR, advertising, International Education, etc. in the future.</span></span></p></br></br>How To Apply</br><p>To&nbsp;apply for this position, you must complete the on-line application and attach:</p><ul>	<li>Cover letter</li>	<li>Resume</li>	<li>Class Schedule</li></ul><p>For questions, please contact:</p><p style='margin-bottom:0in;margin-bottom:.0001pt;'>Name: &nbsp;Mark Werdin&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br />Email:&nbsp; <a href='mailto:werdinm@cwu.edu'>werdinm@cwu.edu</a><br />Phone:&nbsp; 509-963-1374<br />Website: <a href='https://www.cwu.edu/international-programs/auap-site-map'>https://www.cwu.edu/international-programs/auap-site-map</a></p><p style='white-space: normal; word-spacing: 0px; text-transform: none; color: rgb(34,34,34); font: 12px Arial, Verdana, sans-serif; widows: 1; letter-spacing: normal; text-indent: 0px; -webkit-text-stroke-width: 0px'>* Please contact Human Resources at <a href='mailto:hr@cwu.edu'>hr@cwu.edu</a> or 509-963-1202 if you require technical assistance with the on-line application process.</p></br></br>",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2340&PostingSeq=1
