JOB_ID,TITLE,OPEN_DATE,CLOSE_DATE,POST_SEQ,DESCRIPTION,URL,Employer,Contact,City,State,Resume Submission Method,Approved,Posted in WCN,How to Apply,Position Type,On Campus
2145,Student Computer Lab Tech,5/3/18,1/8/19,1," Job Summary</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Purpose):</strong></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Computer labs need to be monitored during open lab hours to assist students, staff or faculty who may have problems using the computers or printers.</span></span><br /><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>The labs cannot be kept open if we do not have coverage for security purposes</span></span></p></br></br>Minimum Qualifications</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>(Skills Needed):</strong></span></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Must be punctual, dependable, work well with others and able to enforce computer lab rules and policies. </span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>People-oriented and has a working knowledge of computers and the most popular software programs used in the labs. </span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Possess verbal and written skills and ability to problem solve.</span></span></li></ul><p><span style='font-size: 12px'><strong>Educational Benefits</strong></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Upgrade and gain knowledge in computers and software.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Work in the lab environment will provide a very marketable skill following graduation.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Practice communication skills and working with the public.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Practice leadership skills</span></span></li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2145&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2145&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2174,Server - North Village (Ongoing Pool Fall Quarter 2018),5/15/18,12/9/18,1," Job Summary</br><p><strong>(Purpose):</strong></p><p>To serve customers with a positive attitude and an excellence that keeps them returning.</p><p><strong>(Educational Benefits)</strong></p><ul>	<li>This job will enforce academic disciplines such as algebra, geometry, trigonometry, and calculus through the calculation of serving sizes and the positioning of various trays.</li></ul><ul>	<li>This job will require the employee to practice English grammar through interaction with customers.</li></ul><ul>	<li>This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li></ul><ul>	<li>The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li></ul></br></br>Minimum Qualifications</br><p><strong>(Skills)</strong></p><ul>	<li>Courtesy and professionalism is expected when dealing with customers</li>	<li>Must be reliable and responsible</li>	<li>Must be able to work independently</li>	<li>Work well as a member of a team.</li>	<li>Work assigned schedule.</li>	<li>Be able to pass a background check</li>	<li>Have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Experience serving controlled portions in an all-you-care-to-eat setting</p></li></ul><p>&nbsp;</p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2174&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2174&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2246,Busser - Holmes (Ongoing Pool of Applicants Fall 2018),6/11/18,12/1/18,1," Job Summary</br><p>(Purpose) To be responsible for keeping tables and chairs clean, napkins stocked, and the condiment counter full and clean.</p><p>(Educational Benefits)</p><ul>	<li>		This job will enforce basic geometry skills such as calculating volume and surface area by providing practice through cleaning and filling stations.</li>	<li>		This job will require the employee to practice English grammar through interaction with co-workers.</li>	<li>		This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li>	<li>		The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Courtesy and professionalism is expected when dealing with customers.</li>	<li>Pay attention to detail and follow through with oral and written instructions from managers and supervisors.</li>	<li>Work assigned schedule.</li>	<li>Be able to pass a background check</li>	<li>Have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Must able to work in a fast-paced environment, keeping the dining room clean at all times.</li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2246&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2246&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2203,Student Convenience Store Cashier Fall 2018,5/23/18,12/9/18,1," Job Summary</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>Job Summary (Purpose):</strong></span></span></p><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>To be responsible for accurate cash drawer. To assist in daily operations. To provide excellent service to our customers.</span></span></p><p><strong><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>(Educational Benefits)</span></span></strong></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>This job will enforce academic disciplines such as algebra, geometry, trigonometry, and calculus by providing opportunity to practice arithmetic while making change.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>This job will require the employee to practice English grammar through interaction with customers.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Handling money provides a firm foundation for accounting and economic studies.</span></span></li></ul></br></br>Minimum Qualifications</br><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>Required Qualifications (Skills Needed):</strong></span></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Courtesy and professionalism is expected when dealing with customers.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Must have basic math, cash register, customer relations, and problem solving skills.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>MUST be able to work accurately with money accurately</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Pay attention to detail and follow through with oral and written instructions from managers and supervisors.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Work assigned schedule.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Be able to pass a background check</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Have a Food Handlers Permit.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>You will not be considered for this position if you do not attach the schedule of availability document from our website <a href='http://www.cwu.edu/dining/'>http://www.cwu.edu/dining/</a></span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Must be eligible for student employment in the quarter in which you are working.</span></span></li></ul><p><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'><strong>Preferred Qualifications</strong></span></span></p><ul>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Cash register experience.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Good organizational skills</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Ability to pay attention to detail</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Ability to work following oral or written instructions with minimal supervision.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Attention to detail.</span></span></li>	<li><span style='font-size:12px;'><span style='font-family:arial,helvetica,sans-serif;'>Work study preferred.</span></span></li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2203&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2203&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Work Study,Yes
2236,Student Lifeguard/Supervisor (Ongoing Pool of Applicants  2018-2019),6/6/18,5/31/19,1," Job Summary</br><p>(Purpose)</p><ul>	<li>		To adequately staff the swimming pool for swimming activities.</li></ul><p>(Educational Benefits)</p><ul>	<li>		Will learn responsibility of Lifeguarding under minimum supervision.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>		Must have current Lifeguard Training Certification along with <span class='caps'>CPR</span>/<span class='caps'>AED</span> and First Aid to be considered for this position</li>	<li>		<span class='caps'>CERTS</span> must be uploaded</li></ul><p>(Preferred Qualifications)</p><ul>	<li>		WSI</li></ul><p>&nbsp;</p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2236&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2236&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2247,Dishwasher/Pot Scrubber Holmes (Ongoing Pool of Applicants) Fall 2018,6/11/18,12/1/18,1," Job Summary</br><p>(Purpose) To be responsible dishes are put away clean and to keep up with our fast-paced environment.</p><p>(Educational Benefits)</p><ul>	<li>		This job will enforce basic geometry skills such as calculating volume and surface area by providing practice through cleaning and filling stations.</li>	<li>		This job will require the employee to practice English grammar through interaction with co-workers.</li>	<li>		This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li>	<li>		The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Pay attention to detail and follow through with oral and written instructions from managers and supervisors.</li>	<li>Must be able to scrape dishes clean before running through the dishwasher.</li>	<li>Must be able to follow directions on running the dish machine and our tumbler for pots and pans.</li>	<li>Must be able to work quickly during our fast-paced meal hours.</li>	<li>Work assigned schedule.</li>	<li>Be able to pass a background check</li>	<li>Have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Experience washing dishes in a restaurant-style setting.</p></li></ul><p>&nbsp;</p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2247&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2247&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2108,Student International Peer Advisor (IPA) (Ongoing Pool of Applicants 2018-2019),4/20/18,6/1/19,1," Job Summary</br><p>(Purpose)</p><ul>	<li>The <span class='caps'>IPA</span> position is an integral part of the Asia University America Program (<span class='caps'>AUAP</span>). The program exists at <span class='caps'>CWU</span>, <span class='caps'>WWU</span>, and <span class='caps'>EWU</span>, and is a contracted study abroad program with Asia University in Tokyo, Japan.</li>	<li>IPAs heavily influence whether a student has a positive or negative experience!</li>	<li>As a member of a team of 4- 8&nbsp;other IPAs, you would be a resource person for a group of 8-13&nbsp;students from Japan.</li></ul><p>(Educational Benefits)</p><ul>	<li>IPAs can improve their leadership, communication skills, and people skills, their cross-cultural knowledge, knowledge of <span class='caps'>CWU</span> and Ellensburg, and decision-making ability.</li>	<li>This is a chance to make new friends, have a profoundly positive impact on other peoples&rsquo; lives, and enrich your college life, while gaining necessary job skills applicable to an immense variety of employment fields.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Full-time student status.</li>	<li>Must reside in one of the designated residence halls (usually the Bassetties or Carmody/Al-Monty) with the students.</li>	<li>Flexible/responsible</li>	<li>Good organization skills</li>	<li>Open to learning new things</li>	<li>Genuine interest in the welfare of the students from Japan</li>	<li>Must be eligible for student employment in the quarter(s)&nbsp;in which you are working</li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Valid driver&rsquo;s license is preferred.</li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2108&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2108&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2171,Student Cashier - North Village Cafe (Ongoing Pool Fall Quarter 2018),5/15/18,12/9/18,1," Job Summary</br><p><strong>(Purpose)</strong></p><p>To be responsible for accurate cash drawer. To assist in daily operations, including cleaning stations, working the espresso machine, and stocking. To provide service to NV Café and to NV C-Store customers.</p><p><strong>(Educational Benefits)</strong></p><ul>	<li>This job will enforce academic disciplines such as algebra, geometry, trigonometry, and calculus by providing opportunity to practice arithmetic while making change.</li>	<li>This job will require the employee to practice English grammar through interaction with customers.</li>	<li>This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li>	<li>The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li>	<li>Handling money provides a firm foundation for accounting and economic studies.</li></ul></br></br>Minimum Qualifications</br><p><strong>(Skills)</strong></p><ul>	<li>Must be responsible and reliable</li>	<li>Must learn to run a cash register, scanner, and count change.</li>	<li>Must possess good organizational skills.</li>	<li>Must provide good customer service.</li>	<li>Pay attention to detail and follow through with oral and written instructions from managers and supervisors.</li>	<li>Must work assigned schedule.</li>	<li>Must be able to pass a background check</li>	<li>Must have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li>Experience handling money and <span class='caps'>POS</span> terminal.</li>	<li>Work study preferred.</li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2171&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2171&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Work Study,Yes
2255,Student Teaching Assistant (Ongoing Pool of Applicants 2018/2019),6/11/18,5/31/19,1," Job Summary</br><p>(Purpose) Promote a positive and safe learning environment in the laboratory for students taking undergraduate chemistry courses.</p><p>(Educational Benefits)</p><ul>	<li>		Chemistry concepts reinforced by having the experience of explaining laboratory techniques to others.</li>	<li>		Learn appropriate grading practices.</li>	<li>		Learn how to deal with all members of a diverse population.</li>	<li>		Learn skills necessary for working as a team member.</li>	<li>		2 credits of Chem 492 (Laboratory Teaching Experience in Teaching Chemistry) must be taken concurrently with first TA assignment; talk to department for details.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Completion of the general chemistry series (at <span class='caps'>CWU</span> these courses are Chem 181, 182, 183 and associated labs) or permission of Chemistry TA Coordinator</li>	<li>Demonstrated mastery of the chemistry content used in the laboratory to which they are assigned.</li>	<li>Strong communication skills.</li>	<li>Professional and courteous demeanor.</li>	<li>Desire to teach.</li>	<li>Punctuality.</li>	<li>Ability to follow through on instructions.</li>	<li>Must be eligible for student employment in the quarter in which you are working.</li></ul><p>(Preferred Qualifications)</p><ul>	<li>Work Study Preferred</li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2255&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2255&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Work Study,Yes
2172,Student Kitchen Aide - North Village Cafe (Ongoing Pool of Applicants Fall Quarter 2018),5/15/18,12/9/18,1," Job Summary</br><p><strong>(Purpose)</strong></p><p>To produce, under the direction of the North Village Cafe kitchen staff, menu items of high quality for students, staff, faculty, and guests of the university.</p><p><strong>Educational Benefits:</strong></p><ul>	<li>Availability to earn money to assist with school expenses</li>	<li>Employees will learn to work in a professional environment, obtaining interpersonal skills</li>	<li>A basic foundation will be gained for those interested in pursuing a career in the hospitality industry.</li>	<li>This job will require the employee to practice English grammar through interaction with others.</li>	<li>This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li>	<li>The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li>	<li>The use and conversion of measurements will strengthen the student&rsquo;s skill in manipulating mathematical fractions.</li></ul></br></br>Minimum Qualifications</br><p><strong>(Skills)</strong></p><ul>	<li>Must be punctual, courteous, reliable and responsible</li>	<li>Must keep an organized workspace</li>	<li>Ability to follow verbal and written instruction</li>	<li>Ability to read and understand weights and measurements</li>	<li>Must be eligible for student employment in the quarter in which you are working</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Experience in a fast food or full service restaurant</p></li></ul></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2172&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2172&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
2245,Server - Holmes (Ongoing Pool of Applicants) Fall 2018,6/11/18,12/1/18,1," Job Summary</br><p>(Purpose) To serve customers with a positive attitude and an excellence that keeps them returning.</p><p>(Educational Benefits)</p><ul>	<li>		This job will enforce academic disciplines such as algebra, geometry, trigonometry, and calculus through the calculation of serving sizes and the positioning of various trays.</li></ul><ul>	<li>		This job will require the employee to practice English grammar through interaction with customers.</li></ul><ul>	<li>		This consistent personal interaction will also augment the employee&rsquo;s knowledge of psychology and sociology.</li></ul><ul>	<li>		The position&rsquo;s standing requirements could aid general fitness and the student&rsquo;s performance in physical education courses.</li></ul></br></br>Minimum Qualifications</br><p>(Skills)</p><ul>	<li>Courtesy and professionalism is expected when dealing with customers</li>	<li>Must be reliable and responsible</li>	<li>Must be able to work independently</li>	<li>Work well as a member of a team.</li>	<li>Work assigned schedule.</li>	<li>Be able to pass a background check</li>	<li>Have a Food Handlers Permit.</li>	<li>You will not be considered for this position if you do not attach the schedule of availability document from our website http://www.cwu.edu/dining/</li>	<li><span style='font-size: 12px'>Must be eligible for student employment in the quarter in which you are working.</span></li></ul><p><span style='font-size: 12px'><strong>Preferred Qualifications</strong></span></p><ul>	<li><p>Experience serving controlled portions in an all-you-care-to-eat setting</p></li></ul><p>&nbsp;</p></br></br>

How To Apply:
	Click the grey Apply button at the top of the page and follow the links in the popup tab.
		Please note, if the grey box is not clickable, you may need to upload a resume into the system first.",https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2245&PostingSeq=1,CWU On-Campus Employment,Career Services Representative,Ellensburg,WA,Other (enter below),Yes,11/07/2018,"This is a CWU On-Campus job. All application for these types of positions must be processed through the CWU HR website. You may apply by using thedirect jobpost link below or by using the general HR link below and searching for this post by title in their system.

Job Posting Direct Link: https://careers.cwu.edu/psc/careers/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2245&PostingSeq=1

	General HR Website: https://careers.cwu.edu",Student Employment On-Campus Jobs,Yes
